restaurant_id,restaurant_name,City,Locality,Cuisines,price_range,Votes,avg_cost_for_two,Rating,cuisine_count,primary_cuisine,country,is_rated,service_score
17616203,Goose Feathers Cafe and Bakery,Savannah,Savannah,Breakfast| Vegetarian,1,680,10,4.2,1,Breakfast| Vegetarian,United States,1,0
17616590,Henry's,Savannah,Savannah,American| Breakfast,1,287,10,4.1,1,American| Breakfast,United States,1,0
17615855,Huey's On The River,Savannah,Savannah,Breakfast| Cajun,3,802,40,4.1,1,Breakfast| Cajun,United States,1,0
17616348,J. Christopher's,Savannah,Savannah,Breakfast| Diner| Sandwich,2,710,25,4.3,1,Breakfast| Diner| Sandwich,United States,1,0
17616368,Lulu's Chocolate Bar,Savannah,Savannah,Coffee and Tea| Desserts,1,456,10,4.3,1,Coffee and Tea| Desserts,United States,1,0
17616400,Rocks on the River,Savannah,Savannah,Pizza| Seafood| Steak,4,687,70,4.0,1,Pizza| Seafood| Steak,United States,1,0
17616076,SOHO South Cafe,Savannah,Savannah,Cafe| Sandwich| Southern,2,719,25,4.3,1,Cafe| Sandwich| Southern,United States,1,0
17616205,The Olde Pink House,Savannah,Savannah,American| Seafood| Southern,4,1803,70,4.4,1,American| Seafood| Southern,United States,1,0
17616222,Vic's On The River,Savannah,Savannah,American,4,558,70,4.1,1,American,United States,1,0
17616295,The Crab Shack,Savannah,Tybee Island,Seafood,3,883,40,3.8,1,Seafood,United States,1,0
17616465,Tybee Island Social Club,Savannah,Tybee Island,Unknown,1,309,10,3.9,1,Unknown,United States,1,0
18483372,Sky On 57,Singapore,Bayfront Avenue| Downtown Core,Chinese| Continental| Singaporean,4,34,300,3.4,1,Chinese| Continental| Singaporean,Singapore,1,0
18484349,Cut By Wolfgang Puck,Singapore,Bayfront Subzone| Downtown Core,American| Steak,4,33,270,4.0,1,American| Steak,Singapore,1,0
18496057,Restaurant Andre,Singapore,Cantonment Road| Outram,French| Mediterranean| European,4,33,500,3.8,1,French| Mediterranean| European,Singapore,1,0
18483389,Potato Head Folk,Singapore,Chinatown| Outram,American,4,34,80,3.1,1,American,Singapore,1,0
18483222,Jaan,Singapore,City Hall| Downtown Core,French,4,35,430,3.8,1,French,Singapore,1,0
18483085,Rhubarb Le Restaurant,Singapore,Duxton Hill| Outram,French,4,33,315,3.9,1,French,Singapore,1,0
18484423,Al'frank Cookies,Singapore,Haji Lane| Rochor,Bakery,2,29,20,4.2,1,Bakery,Singapore,1,0
18483714,Fratini La Trattoria,Singapore,Hillcrest| Bukit Timah,Italian,4,35,100,4.1,1,Italian,Singapore,1,0
18485469,Boufe Boutique Cafe,Singapore,Kay Siang Road| Tanglin,Italian| French| Bakery| Cafe,3,29,50,3.2,1,Italian| French| Bakery| Cafe,Singapore,1,0
18479690,The Refinery Singapore,Singapore,Lavender| Kallang,American| Japanese| Singaporean,4,30,80,3.2,1,American| Japanese| Singaporean,Singapore,1,0
18483224,Chye Seng Huat Hardware,Singapore,Lavender| Kallang,Cafe,3,33,40,3.7,1,Cafe,Singapore,1,0
18493989,Makansutra Gluttons Bay,Singapore,Marina Centre| Downtown Core,Singaporean| Chinese| Seafood| Malay| Indian,3,25,30,3.0,1,Singaporean| Chinese| Seafood| Malay| Indian,Singapore,1,0
18484464,Colony,Singapore,Marina Centre| Downtown Core,Asian| Continental| Seafood,4,30,220,3.8,1,Asian| Continental| Seafood,Singapore,1,0
18483051,Summer Pavilion,Singapore,Marina Centre| Downtown Core,Chinese| Seafood| Cantonese| Dim Sum,4,34,300,3.9,1,Chinese| Seafood| Cantonese| Dim Sum,Singapore,1,0
18482983,The Lokal,Singapore,Neil Road| Outram,Singaporean| Australian| German,4,33,60,3.1,1,Singaporean| Australian| German,Singapore,1,0
18479742,I Am,Singapore,North Bridge Road| Rochor,Western| Fusion| Fast Food,4,32,60,3.2,1,Western| Fusion| Fast Food,Singapore,1,0
18482938,Super Loco,Singapore,Robertson Quay| Singapore River,American| Mexican,4,30,95,3.2,1,American| Mexican,Singapore,1,0
18483082,Artistry,Singapore,Sungai Pinang| Rochor,American| Bakery| European| Burger| Fusion,3,28,50,3.8,1,American| Bakery| European| Burger| Fusion,Singapore,1,0
18483446,Bitters & Love,Singapore,Telok Ayer Street| Outram,Finger Food,3,35,40,3.9,1,Finger Food,Singapore,1,0
18483252,Artichoke Cafe,Singapore,Victoria| Rochor,Cafe| Spanish| Turkish| Greek,4,33,75,3.2,1,Cafe| Spanish| Turkish| Greek,Singapore,1,0
17621616,Archie's Waeside,Sioux City,Le Mars,Burger| Seafood| Steak,3,100,40,3.7,1,Burger| Seafood| Steak,United States,1,0
17621696,Bob Roe's Pizza,Sioux City,Sioux City,American| Pizza| Bar Food,1,92,10,3.6,1,American| Pizza| Bar Food,United States,1,0
17621744,Da Kao Restaurant,Sioux City,Sioux City,Asian| Vegetarian| Vietnamese,1,182,10,3.8,1,Asian| Vegetarian| Vietnamese,United States,1,0
17621759,Famous Dave's,Sioux City,Sioux City,BBQ,1,76,10,3.6,1,BBQ,United States,1,0
17621763,Fuji Bay Japanese Restaurant,Sioux City,Sioux City,Japanese| Sushi,3,129,40,3.7,1,Japanese| Sushi,United States,1,0
17621780,HuHot Mongolian Grill,Sioux City,Sioux City,Asian| Chinese,2,94,25,3.6,1,Asian| Chinese,United States,1,0
17621781,Hunan Palace,Sioux City,Sioux City,Chinese,2,129,25,3.8,1,Chinese,United States,1,0
17621788,Jerry's Pizza,Sioux City,Sioux City,Pizza,2,178,25,3.8,1,Pizza,United States,1,0
17621793,Jim's Burgers,Sioux City,Sioux City,Burger,1,97,10,3.7,1,Burger,United States,1,0
17621796,Johnnie Mars,Sioux City,Sioux City,American| Desserts| Diner,1,161,10,3.9,1,American| Desserts| Diner,United States,1,0
17621831,Miles Inn,Sioux City,Sioux City,American,1,122,10,3.7,1,American,United States,1,0
17621832,Milwaukee Wiener House,Sioux City,Sioux City,American| Fast Food,1,195,10,3.8,1,American| Fast Food,United States,1,0
17621833,Minerva's Food & Cocktails,Sioux City,Sioux City,American| Seafood| Steak,3,146,40,3.7,1,American| Seafood| Steak,United States,1,0
17621834,Monterrey Mexican Restaurant,Sioux City,Sioux City,Mexican,1,117,10,3.7,1,Mexican,United States,1,0
17621869,Rebos,Sioux City,Sioux City,Caribbean| Mexican| Cajun,2,187,25,3.8,1,Caribbean| Mexican| Cajun,United States,1,0
17621960,Tokyo Japanese Steakhouse & Sushi Bar,Sioux City,Sioux City,Japanese| Steak| Sushi,3,239,40,3.9,1,Japanese| Steak| Sushi,United States,1,0
17621746,Diamond Thai Cuisine,Sioux City,Sioux City,Asian| Thai| Vegetarian,1,303,10,4.0,1,Asian| Thai| Vegetarian,United States,1,0
17621755,El Fredo Pizza,Sioux City,Sioux City,Pizza,3,280,40,4.0,1,Pizza,United States,1,0
17621946,Trattoria Fresco,Sioux City,Sioux City,Italian,2,271,25,4.0,1,Italian,United States,1,0
17621552,Kahill's Steak-Fish Chophouse,Sioux City,South Sioux City,American| Seafood| Steak,4,58,70,3.5,1,American| Seafood| Steak,United States,1,0
17096140,Rumba Island Bar & Grill,Tampa Bay,Clearwater,BBQ| Caribbean| Seafood,2,1321,25,4.6,1,BBQ| Caribbean| Seafood,United States,1,0
17099925,Red Mesa Cantina,Tampa Bay,Downtown St Petersburg,Latin American| Mexican| Southwestern,2,1629,25,4.6,1,Latin American| Mexican| Southwestern,United States,1,0
17092257,BellaBrava,Tampa Bay,Downtown St Petersburg,American| Italian| Seafood,2,921,25,4.1,1,American| Italian| Seafood,United States,1,0
17092799,Ceviche Tapas Bar & Restaurant,Tampa Bay,Downtown St Petersburg,Spanish| Tapas,2,986,25,4.1,1,Spanish| Tapas,United States,1,0
17095222,The Moon Under Water,Tampa Bay,Downtown St Petersburg,British| Bar Food| Sandwich,2,1020,25,4.1,1,British| Bar Food| Sandwich,United States,1,0
17092293,Bern's Steak House,Tampa Bay,Hyde Park,American| Desserts| Steak,4,3157,70,4.7,1,American| Desserts| Steak,United States,1,0
17102241,Boca Kitchen Bar Market,Tampa Bay,Hyde Park,Breakfast,3,665,40,3.9,1,Breakfast,United States,1,0
17102579,Edison: Food+Drink Lab,Tampa Bay,Hyde Park,International,4,373,70,3.9,1,International,United States,1,0
17092801,Ceviche Tapas Bar & Restaurant,Tampa Bay,Hyde Park,Breakfast| Spanish| Tapas,2,1007,25,4.4,1,Breakfast| Spanish| Tapas,United States,1,0
17093273,Daily Eats,Tampa Bay,Hyde Park,American| Burger,2,803,25,4.4,1,American| Burger,United States,1,0
17096198,Salt Rock Grill,Tampa Bay,Indian Rocks/Indian Shores,American| Seafood| Steak,3,1363,40,4.2,1,American| Seafood| Steak,United States,1,0
17095098,Mazzaro's Italian Market,Tampa Bay,Kenwood,Italian| Deli,1,1424,10,4.9,1,Italian| Deli,United States,1,0
17093135,Conch Republic Grill,Tampa Bay,Madeira Beach/Redington Beach,Sandwich| Seafood| Steak,3,844,40,4.5,1,Sandwich| Seafood| Steak,United States,1,0
17095236,Mr. Dunderbak's Biergarten and Marketplatz,Tampa Bay,New Tampa,European| German,3,1413,40,4.9,1,European| German,United States,1,0
17095979,Red Mesa Restaurant,Tampa Bay,Northeast St Petersburg,Breakfast| Mexican,3,1203,40,4.5,1,Breakfast| Mexican,United States,1,0
17099856,Datz,Tampa Bay,Palma Ceia,Desserts| Bar Food,3,3074,40,4.7,1,Desserts| Bar Food,United States,1,0
17100307,Ella's Americana Folk Art Cafe,Tampa Bay,Seminole Heights,International| Italian| Southern,3,1715,40,4.8,1,International| Italian| Southern,United States,1,0
17093600,Taco Bus,Tampa Bay,Seminole Heights,Mexican| Vegetarian,1,1868,10,4.5,1,Mexican| Vegetarian,United States,1,0
17100547,The Refinery,Tampa Bay,Seminole Heights,Seafood| Steak,3,875,40,4.0,1,Seafood| Steak,United States,1,0
17093124,Columbia Restaurant,Tampa Bay,Ybor City,Cuban| Spanish,3,1746,40,4.4,1,Cuban| Spanish,United States,1,0
16608059,1918 Bistro & Grill,Tanunda,Tanunda,Modern Australian| Australian,3,339,30,4.4,1,Modern Australian| Australian,Australia,1,0
16605194,Pig and Whistle,Trentham East,Trentham East,Australian,2,87,20,4.1,1,Australian,Australia,1,0
17678243,Buffalo Wild Wings,Valdosta,Valdosta,Bar Food,2,98,25,3.4,1,Bar Food,United States,1,0
17678043,El Toreo Mexican Restaurant,Valdosta,Valdosta,Mexican,2,83,25,3.1,1,Mexican,United States,1,0
17677978,306 North Restaurant,Valdosta,Valdosta,Seafood| Southern,3,231,40,3.9,1,Seafood| Southern,United States,1,0
17677988,Austins Cattle Co,Valdosta,Valdosta,Burger| Seafood| Steak,3,216,40,3.7,1,Burger| Seafood| Steak,United States,1,0
17678231,Beijing Cafe,Valdosta,Valdosta,Asian| Chinese| Thai,3,185,35,3.8,1,Asian| Chinese| Thai,United States,1,0
17677990,Bleu Cafe,Valdosta,Valdosta,Pizza| Sandwich,2,185,25,3.7,1,Pizza| Sandwich,United States,1,0
17677991,Bleu Pub,Valdosta,Valdosta,Burger| Bar Food| Vegetarian,1,281,10,3.8,1,Burger| Bar Food| Vegetarian,United States,1,0
17678307,Bubba Jax Crab Shack,Valdosta,Valdosta,Fast Food| Seafood,3,137,40,3.7,1,Fast Food| Seafood,United States,1,0
17678276,Cheddar's Scratch Kitchen,Valdosta,Valdosta,American,2,209,25,3.7,1,American,United States,1,0
17678283,El Cazador,Valdosta,Valdosta,Mexican,1,168,10,3.7,1,Mexican,United States,1,0
17678222,Friends Grille and Bar,Valdosta,Valdosta,American| Southern,2,243,25,3.9,1,American| Southern,United States,1,0
17678055,Giulios Greek & Italian Restaurant,Valdosta,Valdosta,Greek| Italian,3,221,40,3.8,1,Greek| Italian,United States,1,0
17678326,La Jalisco Supermercato,Valdosta,Valdosta,Mexican,1,46,10,3.5,1,Mexican,United States,1,0
17678229,Masato Japanese,Valdosta,Valdosta,Japanese| Sushi,2,262,25,3.9,1,Japanese| Sushi,United States,1,0
17678097,Mom & Dad's Italian Restaurant,Valdosta,Valdosta,Italian,2,183,25,3.7,1,Italian,United States,1,0
17678216,Mori's Japanese Steakhouse & Sushi Bar,Valdosta,Valdosta,Japanese| Steak| Sushi,4,208,70,3.5,1,Japanese| Steak| Sushi,United States,1,0
17678233,Passage 2 India,Valdosta,Valdosta,Indian| Middle Eastern,2,245,25,3.8,1,Indian| Middle Eastern,United States,1,0
17678148,Rodeo Mexican Restaurant,Valdosta,Valdosta,Mexican,2,199,25,3.8,1,Mexican,United States,1,0
17678291,Steel Magnolias,Valdosta,Valdosta,Southern,3,225,40,3.8,1,Southern,United States,1,0
17678218,Smok'n Pig B-B-Q,Valdosta,Valdosta,BBQ,2,575,25,4.1,1,BBQ,United States,1,0
17558738,Blue House Cafe,Vernonia,Vernonia,Coffee and Tea| Mediterranean,1,88,10,4.3,1,Coffee and Tea| Mediterranean,United States,1,0
16608209,Anchorage Cafe Restaurant Wine Bar,Victor Harbor,Victor Harbor,Coffee and Tea| Tapas| Australian,2,96,20,3.6,1,Coffee and Tea| Tapas| Australian,Australia,1,0
16654702,Lake House Restaurant,Vineland Station,Vineland Station,Italian| Mediterranean| Pizza,4,204,70,4.3,1,Italian| Mediterranean| Pizza,Canada,1,0
17697444,Masala Grill & Coffee House,Waterloo,Cedar Falls,Indian| Middle Eastern,1,18,10,3.2,1,Indian| Middle Eastern,United States,1,0
17696871,Brown Bottle The Cedar Falls,Waterloo,Cedar Falls,Italian| Pizza| Vegetarian,2,134,25,3.7,1,Italian| Pizza| Vegetarian,United States,1,0
17696891,Four Queens Dairy Cream,Waterloo,Cedar Falls,Desserts,1,190,10,3.9,1,Desserts,United States,1,0
17696901,Hong Kong Chinese Restaurant,Waterloo,Cedar Falls,Chinese,1,136,10,3.8,1,Chinese,United States,1,0
17697384,HuHot Mongolian Grill,Waterloo,Cedar Falls,Asian| Chinese,2,113,25,3.7,1,Asian| Chinese,United States,1,0
17697417,J's Homestyle Cooking,Waterloo,Cedar Falls,American| Breakfast,1,69,10,3.6,1,American| Breakfast,United States,1,0
17696918,Montage,Waterloo,Cedar Falls,American| Italian| Seafood,3,89,40,3.6,1,American| Italian| Seafood,United States,1,0
17696920,Mulligan's Brick Oven Grill,Waterloo,Cedar Falls,Burger| Pizza| Sandwich,2,80,25,3.6,1,Burger| Pizza| Sandwich,United States,1,0
17697398,Sakura,Waterloo,Cedar Falls,Japanese| Sushi,3,175,40,3.8,1,Japanese| Sushi,United States,1,0
17697406,Scratch,Waterloo,Cedar Falls,Coffee and Tea| Desserts| Beverages,1,136,10,3.7,1,Coffee and Tea| Desserts| Beverages,United States,1,0
17696941,SOHO Sushi Bar & Deli,Waterloo,Cedar Falls,Sandwich| Sushi| Tapas,2,114,25,3.6,1,Sandwich| Sushi| Tapas,United States,1,0
17696955,Texas Roadhouse,Waterloo,Cedar Falls,American| BBQ| Steak,2,93,25,3.6,1,American| BBQ| Steak,United States,1,0
17696957,Tony's La Pizzeria,Waterloo,Cedar Falls,Pizza| Sandwich,2,89,25,3.6,1,Pizza| Sandwich,United States,1,0
17697418,Chapala,Waterloo,Waterloo,Mexican,2,69,25,3.6,1,Mexican,United States,1,0
17697386,Galleria de Paco,Waterloo,Waterloo,American,3,86,40,3.6,1,American,United States,1,0
17697224,Golden China,Waterloo,Waterloo,Chinese,1,73,10,3.7,1,Chinese,United States,1,0
17697304,Rudy's Tacos,Waterloo,Waterloo,Mexican,2,104,25,3.6,1,Mexican,United States,1,0
17697389,The Screaming Eagle,Waterloo,Waterloo,American| Bar Food,1,101,10,3.7,1,American| Bar Food,United States,1,0
17697424,The Thai Bowl,Waterloo,Waterloo,Thai,1,58,10,3.5,1,Thai,United States,1,0
17697332,Tokyo Japanese Steak House,Waterloo,Waterloo,Japanese| Steak| Sushi,2,156,25,3.9,1,Japanese| Steak| Sushi,United States,1,0
17694056,Theo Yianni's Authentic Greek Restaurant,Weirton,Weirton,Burger| Greek| Sandwich,2,156,25,3.9,1,Burger| Greek| Sandwich,United States,1,0
17559793,Fishpatrick's Crabby Cafe,Winchester Bay,Winchester Bay,Burger| Seafood| Steak,2,16,25,3.2,1,Burger| Seafood| Steak,United States,1,0
16668008,Arigato Sushi,Yorkton,Yorkton,Asian,2,26,25,3.3,1,Asian,Canada,1,0
18212135,Denny's,Abu Dhabi,Abu Dhabi Mall| Tourist Club Area  (Al Zahiyah),American,4,207,190,4.6,1,American,UAE,1,0
5704255,Famous Dave's Barbecue,Abu Dhabi,Abu Dhabi Mall| Tourist Club Area  (Al Zahiyah),American,4,376,260,4.6,1,American,UAE,1,1
5701978,Pizza Di Rocco,Abu Dhabi,Al Dhafrah,Italian| Pizza,3,471,150,4.4,1,Italian| Pizza,UAE,1,2
5701729,Sofra Istanbul,Abu Dhabi,Al Dhafrah,Turkish| Arabian| Middle Eastern,2,224,70,4.3,1,Turkish| Arabian| Middle Eastern,UAE,1,0
5704168,Salt,Abu Dhabi,Al Mushrif,Fast Food| Burger,3,228,100,4.2,1,Fast Food| Burger,UAE,1,0
18277098,Genghis Grill,Abu Dhabi,Al Wahda Mall| Al Wahda,Asian,4,81,180,4.6,1,Asian,UAE,1,0
5701446,Olive Garden,Abu Dhabi,Al Wahda Mall| Al Wahda,Italian| Pizza,4,422,230,4.1,1,Italian| Pizza,UAE,1,0
5700052,Cho Gao - Crowne Plaza Abu Dhabi,Abu Dhabi,Crowne Plaza Abu Dhabi| Al Markaziya,Thai| Japanese| Chinese| Indonesian| Vietnamese,4,246,350,4.4,1,Thai| Japanese| Chinese| Indonesian| Vietnamese,UAE,1,2
5702418,Gazebo,Abu Dhabi,Dalma Mall| Mussafah Sanaiya,Indian| North Indian| Mughlai| Biryani,3,355,120,4.0,1,Indian| North Indian| Mughlai| Biryani,UAE,1,2
5700386,Sangeetha Vegetarian Restaurant,Abu Dhabi,Madinat Zayed,Indian| South Indian,2,268,60,3.6,1,Indian| South Indian,UAE,1,1
5704202,Hot Palayok,Abu Dhabi,Madinat Zayed Shopping Centre| Madinat Zayed ,Filipino| Japanese| Asian,3,162,100,4.5,1,Filipino| Japanese| Asian,UAE,1,1
5701052,Applebee's,Abu Dhabi,Mushrif Mall| Al Mushrif,American| Mexican| Seafood,4,205,250,4.0,1,American| Mexican| Seafood,UAE,1,1
5704118,Tikka Tonight,Abu Dhabi,Mussafah Sanaiya,Pakistani| Afghani| Indian| Hyderabadi,2,277,50,4.0,1,Pakistani| Afghani| Indian| Hyderabadi,UAE,1,1
5701548,Bait El Khetyar,Abu Dhabi,Najda,Lebanese| Arabian| Middle Eastern,2,380,70,4.0,1,Lebanese| Arabian| Middle Eastern,UAE,1,1
18235425,Indian By Nature,Abu Dhabi,Najda,Indian,3,180,80,4.3,1,Indian,UAE,1,2
5702615,Via Delhi,Abu Dhabi,Najda,Indian| North Indian| Chinese,3,525,100,4.0,1,Indian| North Indian| Chinese,UAE,1,1
5703500,Punjab Grill,Abu Dhabi,Venetian Village| Al Maqtaa,Indian| North Indian,4,216,330,4.9,1,Indian| North Indian,UAE,1,1
18253896,Tamba,Abu Dhabi,World Trade Center Mall| Al Markaziya,Indian,4,201,500,4.7,1,Indian,UAE,1,1
5701917,P.F. Chang's,Abu Dhabi,World Trade Center Mall| Al Markaziya,Chinese,4,435,250,4.2,1,Chinese,UAE,1,0
5702574,The Cheesecake Factory,Abu Dhabi,Yas Mall| Yas Island,American| Desserts,4,586,200,4.6,1,American| Desserts,UAE,1,0
202321,The Farm,Dubai,Al Barari,Mediterranean| Italian| Thai| European,3,927,280,3.9,1,Mediterranean| Italian| Thai| European,UAE,1,1
206488,Maharaja Bhog,Dubai,Al Karama,Indian| Rajasthani,2,1448,90,4.1,1,Indian| Rajasthani,UAE,1,2
209654,Rasoi Ghar,Dubai,Al Karama,Indian,2,1281,90,4.3,1,Indian,UAE,1,2
18340881,Barbeque Nation,Dubai,Barsha 2,Indian| North Indian,3,307,150,4.5,1,Indian| North Indian,UAE,1,1
18233284,Farzi Cafe,Dubai,CITY WALK| Al Safa,International| Indian,3,909,200,4.5,1,International| Indian,UAE,1,1
18269368,AB's Absolute Barbecues,Dubai,Deira City Centre Area,Continental| Indian,3,641,160,4.9,1,Continental| Indian,UAE,1,1
18254160,Carnival By Tresind,Dubai,DIFC,Indian,4,322,500,4.9,1,Indian,UAE,1,1
208939,AB's Absolute Barbecues,Dubai,Dubai Media City,Indian| Continental,3,2510,160,4.8,1,Indian| Continental,UAE,1,1
201531,Hard Rock Cafe,Dubai,Festival City,American| Burger,4,1388,300,4.5,1,American| Burger,UAE,1,0
208965,The Coffee Club,Dubai,Jumeirah 1,Cafe,3,403,140,4.5,1,Cafe,UAE,1,1
208778,SALT,Dubai,Kite Beach| Umm Suqeim,Fast Food| Burger,3,1351,100,4.3,1,Fast Food| Burger,UAE,1,0
209703,Din Tai Fung,Dubai,Mall of the Emirates| Barsha 1,Asian| Chinese,3,661,160,4.3,1,Asian| Chinese,UAE,1,0
18381837,SpiceKlub,Dubai,Mankhool,Indian| North Indian| Street Food,3,281,150,4.4,1,Indian| North Indian| Street Food,UAE,1,1
208850,Tresind - Nassima Royal Hotel,Dubai,Nassima Royal Hotel| Trade Centre Area,Indian,4,1352,500,4.9,1,Indian,UAE,1,1
210134,Grand Barbeque Buffet Restaurant,Dubai,Satwa,Indian| Asian,3,552,150,4.4,1,Indian| Asian,UAE,1,2
201044,Red Lobster,Dubai,The Dubai Mall|Downtown Dubai,Seafood| American,3,506,285,3.2,1,Seafood| American,UAE,1,0
201340,The Cheesecake Factory,Dubai,The Dubai Mall|Downtown Dubai,American| Desserts,3,2424,270,4.7,1,American| Desserts,UAE,1,0
18289126,Parker's,Dubai,The Dubai Mall|Downtown Dubai,Cafe| Burger,3,386,170,4.3,1,Cafe| Burger,UAE,1,0
202507,Applebee's,Dubai,Trade Centre Area,American| Mexican| Burger,3,500,250,3.7,1,American| Mexican| Burger,UAE,1,1
210139,Grub Shack,Dubai,Umm Hurair,Goan| Chinese| Indian| North Indian,3,544,130,4.3,1,Goan| Chinese| Indian| North Indian,UAE,1,2
5600424,Kamat,Sharjah,Abu Shagara,Indian| North Indian| South Indian| Chinese,3,285,85,3.9,1,Indian| North Indian| South Indian| Chinese,UAE,1,1
5602751,Vadakkan Pepper,Sharjah,Abu Shagara,South Indian,3,210,70,3.8,1,South Indian,UAE,1,1
5600457,Gazebo,Sharjah,Abu Shagara,Indian| Mughlai| South Indian| Biryani,4,372,120,4.1,1,Indian| Mughlai| South Indian| Biryani,UAE,1,1
5600642,Katis Restaurant,Sharjah,Al Khan,Indian| North Indian| Chinese,3,316,65,4.3,1,Indian| North Indian| Chinese,UAE,1,0
18268134,Zaroob,Sharjah,Al Majaz,Lebanese,4,69,110,3.9,1,Lebanese,UAE,1,1
18376208,Derby,Sharjah,Al Majaz,Fast Food| American,2,33,40,4.1,1,Fast Food| American,UAE,1,0
5600959,Nayaab Haandi,Sharjah,Al Majaz,Pakistani| Indian,4,449,100,4.1,1,Pakistani| Indian,UAE,1,1
5600103,Najmat Lahore Restaurant,Sharjah,Al Mareija,Pakistani| Indian| Mughlai,3,504,80,4.2,1,Pakistani| Indian| Mughlai,UAE,1,1
5602586,Saffron,Sharjah,Al Mareija,Pakistani| Chinese| Indian| Afghani,3,192,90,4.1,1,Pakistani| Chinese| Indian| Afghani,UAE,1,1
5600961,Pizza Hut,Sharjah,Al Nahda,Fast Food| Pizza,3,154,80,2.4,1,Fast Food| Pizza,UAE,1,0
5600960,Al Mukhtar Bakery,Sharjah,Al Nahda,Bakery| Arabian| Middle Eastern,2,142,50,4.2,1,Bakery| Arabian| Middle Eastern,UAE,1,0
5601340,Aroos Damascus,Sharjah,Al Nud,Arabian| Middle Eastern,3,444,60,4.2,1,Arabian| Middle Eastern,UAE,1,0
5600701,Nando's,Sharjah,Al Qasba| Al Khan,African| Portuguese,4,265,160,4.2,1,African| Portuguese,UAE,1,1
5601404,Peking Chinese Restaurant,Sharjah,Halwan Suburb,Chinese| Thai,4,227,130,3.8,1,Chinese| Thai,UAE,1,1
5600556,TGI Friday's,Sharjah,Majaz Waterfront| Al Majaz 3,American| Mexican,4,357,250,3.9,1,American| Mexican,UAE,1,1
5602055,Rajasthan Al Malaki,Sharjah,Muwailih Commercial,Indian| North Indian,3,459,60,4.8,1,Indian| North Indian,UAE,1,0
5601521,Applebee's,Sharjah,Sahara Centre| Al Nahda,American| Mexican| Burger,4,197,250,4.1,1,American| Mexican| Burger,UAE,1,1
5602377,Paper Fig,Sharjah,University City,Cafe| Bakery| Desserts,4,143,150,4.5,1,Cafe| Bakery| Desserts,UAE,1,0
5602884,Sis Burger,Sharjah,University City,Fast Food| Burger,2,12,50,3.8,1,Fast Food| Burger,UAE,1,0
5602942,Crafted Blends,Sharjah,University City,Cafe,4,43,110,4.2,1,Cafe,UAE,1,0
3400025,Jahanpanah,Agra,Agra Cantt,North Indian| Mughlai,3,140,850,3.9,1,North Indian| Mughlai,India,1,0
3400341,Rangrezz Restaurant,Agra,Agra Cantt,North Indian| Mughlai,2,71,700,3.5,1,North Indian| Mughlai,India,1,0
3400005,Time2Eat - Mama Chicken,Agra,Agra Cantt,North Indian,2,94,500,3.6,1,North Indian,India,1,0
3400021,Chokho Jeeman Marwari Jain Bhojanalya,Agra,Civil Lines,Rajasthani,2,87,400,4.0,1,Rajasthani,India,1,0
3400017,Pinch Of Spice,Agra,Civil Lines,North Indian| Chinese| Mughlai,3,177,1000,4.2,1,North Indian| Chinese| Mughlai,India,1,0
3400325,MoMo Cafe,Agra,Courtyard by Marriott Agra| Tajganj,North Indian| European,4,45,2000,4.0,1,North Indian| European,India,1,0
3400059,Peshawri - ITC Mughal,Agra,ITC Mughal| Tajganj,North Indian| Mughlai,4,133,2500,4.3,1,North Indian| Mughlai,India,1,0
3400060,Taj Bano - ITC Mughal,Agra,ITC Mughal| Tajganj,Mughlai,4,41,2500,4.0,1,Mughlai,India,1,0
3400348,G Thal,Agra,Khandari,Rajasthani| Gujarati| Mughlai,3,59,800,3.6,1,Rajasthani| Gujarati| Mughlai,India,1,0
3400072,Dawat-e-Nawab - Radisson Blu,Agra,Radisson Blu| Tajganj,North Indian| Mughlai,4,46,3600,3.8,1,North Indian| Mughlai,India,1,0
3400073,The Latitude - Radisson Blu,Agra,Radisson Blu| Tajganj,North Indian| Chinese| Continental,1,103,0,3.9,1,North Indian| Chinese| Continental,India,1,0
3400019,Dasaprakash Restaurant,Agra,Rakabganj,South Indian| Desserts,2,121,550,4.1,1,South Indian| Desserts,India,1,0
3400033,The Charcoal Chimney,Agra,Tajganj,North Indian| Chinese| Continental| Mughlai,3,70,1100,3.4,1,North Indian| Chinese| Continental| Mughlai,India,1,0
3400346,Sheroes Hangout,Agra,Tajganj,Cafe| North Indian| Chinese,1,77,0,4.9,1,Cafe| North Indian| Chinese,India,1,0
3400350,Bon Barbecue,Agra,Tajganj,North Indian| Chinese| Continental,4,57,1500,3.8,1,North Indian| Chinese| Continental,India,1,0
3400391,Chapter 1 Cafe,Agra,Tajganj,Cafe| Italian| Mexican| North Indian| Continental,1,98,0,3.9,1,Cafe| Italian| Mexican| North Indian| Continental,India,1,0
3400016,Pind Balluchi,Agra,Tajganj,North Indian| Mughlai,3,175,900,3.7,1,North Indian| Mughlai,India,1,0
3400105,Pizza Hut,Agra,Tajganj,Italian| Pizza,2,134,700,4.4,1,Italian| Pizza,India,1,0
3400326,Tea'se Me - Rooftop Tea Boutique,Agra,Tajganj,Chinese| Italian| Continental| North Indian,3,166,1000,4.2,1,Chinese| Italian| Continental| North Indian,India,1,0
3400392,Thaaliwala,Agra,Tajganj,North Indian| Fast Food,2,168,700,4.1,1,North Indian| Fast Food,India,1,0
